date,district,street,crime
20.09.2024,Markkleeberg,Zöbigkerstraße,Einbruch in Einfamilienhaus
21.09.2024 bis 22.09.2024,Leipzig (Lützschena-Stahmeln),,Einbruchsserie in Einfamilienhaussiedlung
21.09.2024,Leipzig (Großzschocher),Anton-Zickmantel-Straße,Einbruch in Wohnung
22.09.2024,Delitzsch,,Einbruch in Seniorenresidenz
22.09.2024,Schkeuditz,,Einbrüche in Musterhäuser
21.09.2024,Leipzig (Anger-Crottendorf),,Einbruch in Grundschule
