date,district,street,crime
16.01.2024,Leipzig (Volkmarsdorf),Bautzmannstraße,Mülltonne in Brand gesetzt
15.01.2024,Leipzig (Südvorstadt),Kochstraße,Wohnungsbrand
15.01.2024,Leipzig (Zentrum-Süd),,Versammlungen im Bereich Leipzig-Zentrum
13.01.2024,Leipzig (Grünau-Mitte),Alte Salzstraße,Toyota RAV4 entwendet
15.01.2024,Delitzsch,B 184,Vorfahrt missachtet
