date,district,street,crime
14.07.2024,Dahlen (Schmannewitz),Schulstraße,Verkehrsunfall mit einer Pferdekutsche
13.07.2024,Schkeuditz (Hayna),Biedermeierstrand,Einbruch in Café
14.07.2024 gegen 16:50 Uhr,Leipzig (Zentrum-West),Käthe-Kollwitz-Straße,Auffahrunfall mit Verletzten
13.07.2024,Leipzig (Stötteritz),Ludolf-Colditz-Straße,Unfallflucht unter Alkohol und ohne Führerschein
