date,district,street,crime
11.12.2024,Leipzig (Plagwitz),Antonienstraße,Verkehrsunfall mit Straßenbahn
12.12.2024,Leipzig (Lindenthal),,Brand - Pkw
11.12.2024,Leipzig (Altlindenau),,Einbruch in Baustelle - Tatverdächtiger gestellt
10.12.2024,Leipzig (Gohlis-Mitte),Lützowstraße,Entwendung eines Pkw Mitsubishi ASX
10.12.2024,Leipzig (Kleinzschocher),Antonienstraße,Einbruch in Praxis
10.12.2024,Leipzig (Schleußig),,Einbruch in Fleischerei
