date,district,street,crime
08.10.2024,Leipzig (Großzschocher),,Schwerer Raub an Bushaltestelle
07.10.2024,Leipzig (Volkmarsdorf),Eisenbahnstraße,Einbruch in ein Restaurant
05.10.2024,Taucha,Markt,Einbruch in ein Geschäft
Tatzeit: 09.10.2024,Leipzig (Zentrum),Grimmaische Straße,Einbruch in ein Geschäft
08.10.2024,Doberschütz,B 87 i.R. Eilenburg,Gefährliches Überholmanöver
