date,district,street,crime
07.02.2024,Groitzsch,Zeitzer Straße/Hospitalstraße,Radfahrer von Auto erfasst
06.02.2024,Leipzig (Neulindenau),,Einbruch in Autohaus
08.02.2024,Grimma,Südstraße,Brand in einem Mehrfamilienhaus
06.02.2024,Leipzig (Lausen-Grünau),Selliner Straße,Aus Firmentransporter Schlüssel entwendet
17.01.2024 bis 06.02.2024,Leipzig (Dölitz-Dösen),,Einbruch in Vereinsheim
07.02.2024,Rackwitz,K7429,Fußgänger schwer verletzt
