date,district,street,crime
28.01.2025,Leipzig (Grünau-Mitte),Ringstraße,Kellerbrand
27.01.2025,Leipzig (Lößnig),,Einbruch in Kindertagesstätte
28.01.2025,Leipzig (Plagwitz),Wachsmuthstraße,Brand in Gebäudekomplex
