date,district,street,crime
28.07.2024,Torgau,Eilenburger Straße,Möbel aus Transporter geraubt
28.07.2024,Leipzig (Meusdorf),Tollweg,Einbrecher gestellt
29.07.2024,"BAB 38 km 203,1 i. R. Dresden",,Brennender Pkw auf der Autobahn 38
