date,district,street,crime
05.08.2024,Leipzig (Zentrum-Nordwest),Unteres Elsterwehr,Aufgefundener Leichnam vom Elsterwehr identifiziert
19.09.2024,Leipzig (Eutritzsch),,Diebesgut und Betäubungsmittel bei Durchsuchungen gefunden
polizeibekannt 25.09.2024 gegen 02:15 Uhr,Zschepplin (Hohenprießnitz),,Einbruch in Sportanlage
25.09.2024,Krostitz (Zschölkau),Rackwitzer Straße,Brand einer Gartenlaube
24.09.2024,Leipzig (Neustadt-Neuschönefeld),Eisenbahnstraße,Einbruch in Geschäft
24.09.2024,Leipzig (Zentrum-Ost),,Graffiti an Parteibüro
