date,district,street,crime
15.02.2025,Leipzig (Mölkau),Moltrechtstraße,Brand in Mölkau
13.02.2025,Wurzen,,Einbruch in Friseursalon
Zeit:13.02.2025,Rötha,Friedrich-Engels-Ring,Falscher Polizeibeamter
14.02.2025,Leipzig (Schönau),Garskestraße,Brand in Mehrfamilienhaus
