date,district,street,crime
20.01.2024,Löbnitz,K 7449,Gefährdung des Straßenverkehrs
18.01.2024,Leipzig (Lößnig),Siegfriedstraße,Transporter gestohlen
19.01.2024 bis 20.01.2024,Taucha,Graßdorfer Straße,Werbeschild besprüht
20.01.2024,Leipzig (Zentrum-Nord),,Einbruch in Büroräume
20.01.2024,Belgern-Schildau,B 182,Unfall auf der B 182
19.01.2024,Oschatz,,Beschädigung an Parteibüro
19.01.2024,Eilenburg,An der Schondorfer Mark,Audi A6 Avant gestohlen
19.01.2024,Leipzig (Zentrum-Südost),,Unfall mit Straßenbahn
