date,district,street,crime
15.08.2024,Leipzig (Connewitz),Kohrener Straße,Mann von Jugendlichen ausgeraubt
14.08.2024,Leipzig (Grünau-Mitte),,Einbruch in Schulgebäude
15.08.2024,Leipzig (Sellerhausen-Stünz),Geithainer Straße,Gestohlenes Motorrad aufgefunden - ein Tatverdächtiger bekannt
15.08.2025,Leipzig,,Verwenden von Kennzeichen verfassungswidriger Organisationen
15.08.2024,Torgau,,Einbruch in Parteibüro
16.08.2024,Leipzig (Schleußig),Könneritzstraße,Wahlplakate beschädigt – Tatverdächtiger gestellt
Unfallzeit: 15.08.2024,BAB 38,,Verkehrsunfall auf der BAB 38
15.08.2024,Bad Lausick,Käthe-Kollwitz-Straße,Fund einer Granate
16.08.2024,Leipzig (Gohlis-Süd),Georg-Schumann-Straße,Raubdelikt
