date,district,street,crime
07.01.2024,Böhlen,Kirchgasse,Bedrohung mit Gasdruckpistole
08.01.2024,Leipzig (Altlindenau),Jahnallee,Sachbeschädigung durch Graffiti
08.01.2024,Schkeuditz (Dölzig),,Brand in Erstaufnahmeeinrichtung
06.01.2024,Leipzig (Schönefeld-Abtnaundorf),Robert-Blum-Straße,Raubedlikt - Zeugenaufruf
05.01.24,Leipzig (Zentrum-Nordwest),Waldstraße,Zigarettenautomat gesprengt
