date,district,street,crime
09.03.2025,Leipzig (Zentrum-West),Marschnerstraße,Sachbeschädigung an Enforcement-Trailer
08.03.2025,Leipzig (Volkmarsdorf),Eisenbahnstraße,Einbruch in Spätverkauf
09.03.2025,Leipzig (Liebertwolkwitz),Bornaer Straße/S38,Verkehrsunfall mit mehreren Verletzten
08.03.2025,Leipzig (Zentrum),Universitätsstraße/Roßplatz,Verkehrsunfall mit verletztem Motorradfahrer
09.03.2025,Leipzig (Probstheida),,Hubschraubereinsatz während Regionalligaspiel
