date,district,street,crime
22.09.2024,Taucha,Wurzner Straße,Brand einer Gartenlaube
23.09.2024,Leipzig (Leutzsch),,Einbruch in Tankstelle
22.09.24,Grimma (Förstgen),Vierhäuserweg,77-Jährige bei Unfall verstorben
23.09.24,Leipzig (Lindenau),Josephstraße,Einbruch in Pkw
21.09.2024,Leipzig (Schönefeld-Abtnaundorf),,Raubdelikt - Zeugenaufruf
