date,district,street,crime
14.01.2024,Leipzig (Burghausen-Rückmarsdorf),Plautstraße,Mobile Toiletten in Brand gesetzt
15.01.2024,Leipzig (Anger-Crottendorf),Liselotte-Herrmann-Straße,Laubenbrand
14.01.2024,Markranstädt,,Herbeiführen Sprengstoffexplosion
15.01.2024,Leipzig (Eutritzsch),Thaerstraße,Versuchter Diebstahl eines Motorrollers
12.01.2024,Leipzig (Lindenau),,Einbruch in Imbiss
