date,district,street,crime
04.04.2024,Grimma (Kleinbardau),,Dieseldiebstahl – Tatverdächtiger gestellt
03.04.2024,Leipzig (Grünau-Mitte),Ludwigsburger Straße,Brand in einer Tiefgarage
Zeit:02.04.2024,Eilenburg,Grenzstraße,Einbruch in Geschäft
02.02.2024,Leipzig (Zentrum),Thomaskirchhof,Einbruch in Gaststätte
03.04.2024,Leipzig (Volkmarsdorf),Graßdorfer Straße,Falscher Bankmitarbeiter
