date,district,street,crime
29.12.2024,Grimma (Bahren),Kameruner Straße,Wohnungsbrand
28.12.2024,Leipzig (Altlindenau),,Einbruch in Bürogebäude
29.12.2024,Leipzig (Eutritzsch),,Friedhofsmauer beschmiert
26.12.2024,Leipzig (Südvorstadt),Fockestraße,Fund großer Mengen an Pyrotechnik in einer Privatwohnung
