date,district,street,crime
06.09.2024,Leipzig (Dölitz-Dösen),Leinestraße,Brand in Kleingartenanlage
05.09.2024,Groitzsch bei Borna,,Traktor gestohlen
06.09.2024,Leipzig (Zentrum-Ost),Willy-Brandt-Platz 4,Unfall vor dem Hauptbahnhof
