date,district,street,crime
08.02.2025,Leipzig (Lausen-Grünau),Königsteinstraße,Brand in Mehrfamilienhaus
08.02.2025,Leipzig (Plagwitz),Wachsmuthstraße und Gießerstraße,Tatverdächtiger Sprayer gestellt
08.02.2025,Wiedemar,,Schwerer Unfall auf der Bundesautobahn 9
08.02.2025,Grimma,Bahnhofstraße,Verwenden von Kennzeichen verfassungswidriger Organisationen in Grimma
09.02.2025,Wurzen,,Brandstiftung bei Kirchen in Wurzen
