date,district,street,crime
23.04.2024,Frohburg,,Tankstellenüberfall
24.04.2024,Leipzig (Zentrum),Augustusplatz,Versuchte Herbeiführung einer Sprengstoffexplosion
23.04.2024,Leipzig,Jahnallee,Zeugenaufruf zum Verkehrsunfall zweier Radfahrer
19.04.2024 bis 22.04.2024,Leipzig (Stadtgebiet),,Mehrere Einbrüche in Einfamilienhäuser + Präventionstipps
16.04.2024,Leipzig (Zentrum-Südost),Nürnberger Straße,Zeugenaufruf nach räuberischem Diebstahl
