date,district,street,crime
23.04.2024,Leipzig (Schönefeld-Abtnaundorf),Dimpfelstraße,Diebstahl Katalysator
23.04.2024,Leipzig (Miltitz),,Einbruch in eine Schule
24.04.2024,Leipzig (Reudnitz-Thonberg),Hofer Straße,Zigarettenautomat versucht aufzusprengen
Zeit 25.04.2024,Leipzig (Connewitz),Hildebrandstraße,Brand zweier Glascontainer
24.04.2024,Schkeuditz,Weststraße,Zeugenaufruf nach Raub in Schkeuditz
