date,district,street,crime
01.09.2024,Leipzig (Probstheida),,Raub - Zeugenaufruf
31.08.2024,Bad Lausick,,Einbruch in Supermarkt
30.08.2024,Wurzen,,Einbruch in Lagerhalle
30.08.2024,Leipzig (Grünau-Ost),,Einbruch in Vereinshaus
