date,district,street,crime
27.11.2024,Böhlen (Großdeuben),,Sachbeschädigung durch Graffiti - Tatverdächtige gestellt
26.11.2024,Grimma,,Einbruch in Wertstoffhof - Tatverdächtige gestellt
27.11.2024,Wurzen,,Unter Alkoholeinfluss und ohne Führerschein unterwegs
19.11.2024,Leipzig (Marienbrunn),Zwickauer Straße,Gewinnversprechen
26.11.2024,Leipzig (Thekla),Anschlussstelle Leipzig-Messegelände,Verkehrsunfall mit einer leicht verletzten Person
26.11.2024,Leipzig (Volkmarsdorf),Eisenbahnstraße,Einbruch in Kiosk
26.11.2024,BAB 9,,Planenschlitzer
