date,district,street,crime
12.08.2024,Leipzig (Anger-Crottendorf),Zweinaundorfer Straße,Geschäft großflächig beschmiert
12.08.2024,Leipzig (Burghausen-Rückmarsdorf),Miltitzer Straße,Einbruch in Tabakwarenladen
12.08.2024,Eilenburg,Samuelisdamm,Verkehrsunfall mit einem schwer verletzten Kind
12.08.2024,Bad Düben,Schmiedeberger Straße,Verkehrsunfall Pkw gegen Radfahrer
12.08.2024,Leipzig (Neulindenau),Plautstraße,Unfall mit verletztem Radfahrer
