date,district,street,crime
22.07.2024,Böhlen,,Einbruch in Kiosk im Freibad
22.07.2024,Leipzig (Zentrum),,Einbruch in Zahnarztpraxis
12.07.2024,Leipzig (Wahren),Hermundurenstraße,VW Touareg gestohlen
23.07.2024,Dahlen,Dresdener Straße / S29,Von der Fahrbahn abgekommen
23.07.2024,Leipzig (Wiederitzsch),Karl-Marx-Straße,Falsche Polizeibeamte
23.07.2024,Leipzig (Zentrum-Nordwest),,Sachbeschädigung an jüdischer Einrichtung
22.07.2024,Leipzig (Zentrum-Ost),,Einbruch in Büro
