date,district,street,crime
02.12.2024,Leipzig (Schönau),,Einbruch in Tanzklub
03.12.2024,Cavertitz (Schöna),Friedensstraße (S30) / S27,Schwerer Verkehrsunfall mit tödlichem Ausgang
03.12.2024,Leipzig (Neulindenau),Lützner Straße/ Höhe Busbahnhof,Verkehrsunfall mit Straßenbahn
04.12.2024 07:05 Uhr,Grimma (Nauberg),S36,Verkehrsunfall mit Personenschaden
