date,district,street,crime
27.11.2024,Leipzig (Dölitz-Dösen),B2/ Abfahrt Goethesteig stadtauswärtige Richtung,Verkehrsunfall mit leicht verletzter Person
27.11.2024,Borsdorf (Zweenfurth),,Einbruch in ein Einfamilienhaus
27.11.2024,Leipzig (Zentrum-Nord),Nordstraße,Diebstahl Pkw Renault Trafic
27.11.2024,Wiedemar,S1,Pkw kollidiert mit Brücke
