date,district,street,crime
06.08.2024,Leipzig (Anger-Crottendorf),Gregor-Fuchs-Straße 31a,Geldautomat entwendet
04.08.2024,Leipzig (Möckern),Georg-Schumann-Straße,Sachbeschädigung an Fahrzeugen - Tatverdächtiger gestellt
05.08.2024,Leipzig (Plagwitz),Markranstädter Straße,Sachbeschädigung durch Graffiti
