date,district,street,crime
18.03.2025,Leipzig (Connewitz),Stockartstraße,Brandstiftung an Mehrfamilienhaus
17.03.2025,Leipzig (Grünau-Mitte),Ringstraße,Küchenbrand
10.03.2025,Leipzig (Engelsdorf),,Einbruch in Lagerhalle
16.03.2025,Leipzig (Lausen-Grünau),Lausener Dorfplatz,VW Multivan gestohlen
17.03.2025,Wurzen,B6 / S11,Verkehrsunfall mit drei verletzten Personen
