date,district,street,crime
01.11.2024,Leipzig (Reudnitz-Thonberg),Oststraße,Bus muss wegen Fahrradfahrer bremsen - Zeugengesuch
01.11.2024,Leipzig (Meusdorf),Margaretha-Rothe-Straße,SEK-Einsatz in Meusdorf
01.11.2024 03:56,Leipzig (Zentrum),Willy-Brandt-Platz,Körperverletzungen zwischen mehreren Personen
zwischen 30.10.2024,Leipzig (Leutzsch),,Alfa Romeo gestohlen
30.10.2024,Leipzig (Volkmarsdorf),Mariannenstraße,Diebstahl aus Geschäftsräumen
01.11.2024,Elstertrebnitz,,Einbruch in Einfamilienhaus
02.11.2024,Leipzig (Zentrum-Südost),An den Tierkliniken,Versuchter sexueller Übergriff in Club
