date,district,street,crime
07.08.2024,Trebsen/Mulde (Seelingstädt),Trebsener Straße,Fahrerin eines Kleinkraftrades schwer verletzt
07.08.2024,Doberschütz,Am Park,Strohballen in Brand gesetzt
07.08.2024,Leipzig (Zentrum),Petersstraße,Diebstahl Motorroller - Tatverdächtige gestellt
06.08.2024,Grimma,Rastplatz Muldental-Süd,Diebstahl aus Sattelzugauflieger
07.08.2024,Leipzig (Grünau-Mitte),Breisgaustraße,Eheleute betrogen
07.08.2024,Mügeln,S 31/ August-Bebel-Straße (S 41),Kradfahrer schwer verletzt
07.08.2024 05:00 Uhr bis 08.08.2024,Polizeidirektion Leipzig,,Sachbeschädigung Wahlplakate
07.08.2024,Schkeuditz (Radefeld),,Entwendung von Tabakwaren aus einem Supermarkt
07.08.2024,Bad Düben,,Fund zweier Stabbrandbomben
