date,district,street,crime
01.01.2024,Leipzig (Schönau),Plautstraße,Bedrohung von Rettungskräften
31.12.2023,Leipzig (Gohlis-Süd),Menckestraße,Diebstahl eines Pkw Renaults
01.01.2024; 14:30 Uhr,Delitzsch (Döbernitz),Mühlenweg,Brand eines Golfs
01.01.2024,Taucha,,Einbruch in Supermarkt
02.01.2024,Leipzig (Neustadt-Neuschönefeld),Rabet,Weitere Fälle von Beschädigungen durch umsetzende Pyrotechnik
31.12.2023,Leipzig (Plagwitz),,Sachbeschädigung an Abgeordnetenbüro
01.01.2024,Schkeuditz,B186 Dölziger Straße,Fußgängerin verletzt
01.01.2024,Taucha,Sommerfelder Straße,Unerlaubt vom Unfallort entfernt
31.12.2023,Leipzig (Lößnig),,Schal und Schmuck geraubt
