date,district,street,crime
02.11.2024,Leipzig (Leutzsch),Am Sportpark,Fußballspiel BSG Chemie Leipzig gegen Hallescher FC
01.11.2024,Leipzig (Lindenau),Karl-Heine-Straße,Einbruch in Restaurant
29.10.2024,Grimma,BAB 14 Raststätte Muldental-Nord / Fahrtrichtung Magdeburg,Schwerverkehr-Kontrolle: Kleintransporter im Fokus
