date,district,street,crime
25.10.2024,Leipzig (Lausen-Grünau),,Einbruch in ein Schulzentrum
27.10.2024,Leipzig (Zentrum-Nord),,Versuchter Diebstahl aus Kirche
25.10.2024,Leipzig (Eutritzsch),Delitzscher Straße,Einbruch in Physiotherapiepraxis
27.10.2024,Leipzig (Großzschocher),Dieskaustraße,Einbruch in Arztpraxis
27.10.2024,Leipzig (Schönau),Schönauer Ring | Kursdorfer Weg,Zwei Ford Kuga gestohlen
