date,district,street,crime
05.02.2024,Grimma (Motterwitz),,Brand in Motterwitz
05.02.2024,Löbnitz (Reibitz),Sausedlitzer Straße,Diebstahl eines Transporters
05.02.2024,Leipzig (Zentrum-Südost),Nürnberger Straße,Einbruch in Bar
03.02.2024,Torgau,,Einbruch in Parteibüro
03.02.2024,Leipzig (Seehausen),,Einbruch in Firmengelände
06.02.2024,Groitzsch,Großstolpen,Verfassungswidrige Symbole an Bushaltestelle
05.02.02024,Geithain,,Gewinnspielbetrug
05.02.2024,Delitzsch,Securiusstraße,Verkehrsunfall mit verletzter Radfahrerin
