date,district,street,crime
15.02.2025,Bundesautobahn 14,"km 73,5 in Richtung Magdeburg (Höhe Abfahrt Leipzig-Ost)",Zeugenaufruf nach Verkehrsunfall
17.02.2025,Colditz (Schönbach),Alte Dorfstraße,Brand eines Nebengebäudes
