date,district,street,crime
25.10.2024,Leipzig (Zentrum-Südost),Johannisgasse,Tatverdächtiger nach Sexualdelikt einstweilig in psychiatrischem Krankenhaus untergebracht
02.01.2025,Leipzig (Lindenau),,Einbruch in Spätverkauf
