date,district,street,crime
30.07.2024,Böhlen (Gaulis),Mühlenweg,Motorradfahrer nach Sturz schwer verletzt
29.07.2024,Torgau,Dahlener Straße,Verkehrsunfall mit über 3 Promille verursacht
29.07.2024,Leipzig (Plagwitz),,Einbruch in Reisebüro
30.07.2024,Leipzig (Schönefeld-Abtnaundorf),Rohrteichstraße,Radfahrerin schwer verletzt
