date,district,street,crime
23.08.2024,Leipzig (Engelsdorf),,Einbruch in Elektrofirma
26.08.2024,Leipzig,,Raubdelikt - Zeugenaufruf
27.08.2024,Leipzig (Leutzsch),Hans-Driesch-Straße,Brand einer Gartenlaube
26.08.2024,Jesewitz,Leipziger Straße,Motorradfahrer verletzt
26.08.2024,Rötha (Espenhain),S242,Verkehrsunfall mit entwendetem Audi
