date,district,street,crime
17.12.2024,Leipzig (Zentrum-Süd),Karl-Liebknecht-Straße/Niederkirchnerstraße,Zusammenstoß zwischen Pkw und Straßenbahn
16.12.2024,Borna (Gestewitz),Klingenbergstraße,Entwendung zweier Pkw VW Phaeton
16.12.2024,Leipzig (Neustadt-Neuschönefeld),Hedwigstraße,Einbruch in Restaurant
17.12.2024,Markranstädt,,Einbruch in Getränkemarkt
16.12.2024,Borsdorf,August-Bebel-Straße,Einbruch in Praxis
16.12.2024,Grimma,,Einbruch in mehrere Geschäfte
