date,district,street,crime
05.,Leipzig,Dölitz-Dösen,Beschuldigte nach Raubstraftaten in Dölitz-Dösen festgenommen
31.07.2024,Leipzig (Lindenau),,Einbruch in Kindertagesstätte
01.08.2024,Leipzig (Heiterblick),Paunsdorfer Allee,Unfall mit umgekipptem Transporter
01.08.2024,Leipzig (Gohlis-Nord),Max-Liebermann-Straße/Delitzscher Straße,Unfall mit hohem Sachschaden
