date,district,street,crime
26.03.2024,Leipzig (Stötteritz),Holzhäuser Straße,Raubdelikt - Zeugenaufruf
28.03.2024,Leipzig (Zentrum-Nordwest),,Luft aus Reifen gelassen
18.03.2024,Leipzig (Grünau-Ost),Parkallee,Raubdelikt - Zeugenaufruf
27.03.2024,Leipzig (Leutzsch),Am Sportpark 2,Einsatz anlässlich des Fußballspiels BSG Chemie Leipzig gegen FC Energie Cottbus
27.03.2024,Torgau,Eilenburger Straße,Hyundai gestohlen
