date,district,street,crime
14.02.2024,A 14,Km 41 i.R. Dresden,Unfall mit Gefahrgut
14.02.2024,Leipzig (Zentrum-Nordwest),Waldstraße,Wohnungsbrand
13.02.2024,Leipzig (Grünau-Siedlung),,Einbruch in Mobilfunkgeschäft
13.02.2024,Leipzig (Lützschena-Stahmeln),Radefelder Weg,Container aufgebrochen
