date,district,street,crime
11.02.2025,Leipzig (Möckern),Georg-Schumann-Straße,Ausländerfeindliche Rufe - Tatverdächtiger gestellt
10.02.2025,Leipzig (Reudnitz-Thonberg),Dresdner Straße,Rucksack in Brand gesetzt
10.02.2025,Doberschütz,B87,Verkehrsunfall mit drei verletzten Personen
07.02.2025,Wermsdorf,,Buntmetalldiebstahl
10.02.2025,Leipzig (Volkmarsdorf),Wurzner Straße,Audifahrer verursacht mehrere Unfälle
09.02.2025,Leipzig (Zentrum-Süd),,Einbruch in Restaurant
