date,district,street,crime
01.04.2024,Leipzig (Zentrum-Ost),,Raubdelikt - Zeugenaufruf
28.03.2024,Leipzig (Kleinzschocher),Dieskaustraße,Maserati Levante gestohlen
01.04.2024,Leipzig (Gohlis-Süd),Eisenacher Straße,BMW gestohlen
29.03.2024,Leipzig (Mölkau),,Einbruch in Einfamilienhaus
31.03.2024,Leipzig (Zentrum-Nordwest),Waldstraße,Sachbeschädigung durch Graffiti
