date,district,street,crime
16.01.2025,Leipzig (Grünau-Ost),Gärtnerstraße,Mitglied des Bundestages beleidigt
15.01.25,Zwenkau,Rathenauplatz,Fahrzeug mittels Pyrotechnik beschädigt
16.01.2025,Leipzig (Eutritzsch),Thaerstraße,Brand mehrerer Gartenlauben
15.01.2025,Großpösna,,Ladekabel von Schnellladesäule entwendet
15.01.2025,Leipzig (Holzhausen),,Einbruch in Kirche
17.01.2025,Taucha,Dürrweg,Brand in Mehrfamilienhaus
16.01.2025,Leipzig (Lindenthal),Lindenthaler Hauptstraße 59,Ein Verletzter nach Unfallflucht - Zeugenaufruf
