date,district,street,crime
14.05.2024,Taucha,Leipziger Straße,Verwenden von Kennzeichen verfassungswidriger Organisationen
15.05.2024,Leipzig (Volkmarsdorf),Idastraße,Sachbeschädigung durch Graffiti
27.04.2024,Grimma (Stadtgebiet),,Tatverdächtiger nach Kellereinbruch festgenommen
