date,district,street,crime
15.02.2025 - 21.02.2025,Leipzig (Wiederitzsch),,Diebstahl aus Einfamilienhaus
21.02.2025,Leipzig (Mockau-Nord),Graf-Zeppelin-Ring,Brand eines Audi A4
21.02.2025,Löbnitz,Döbener Weg,Einbruch in Einfamilienhaus
polizeibekannt: 21.02.2025,Leipzig (Grünau-Mitte),Mannheimer Straße,Graffiti an Wahllokal
21.02.2025,Leipzig (Zentrum),Augustusplatz,Verfassungswidriger Gruß in Oper
