date,district,street,crime
09.01.2024,Markranstädt,Nordstraße,Vollbrand einer Lagerhalle
09.01.2024,Leipzig (Meusdorf),Prager Straße,Verkehrsunfall mit einer schwer verletzten Person
09.01.2024,Leipzig (Lützschena-Stahmeln),,Einbruch in mehrere Fahrzeuge
08.01.2024,Leipzig (Zentrum),Zentralhaltestelle am Hauptbahnhof,Ergänzungsmeldung zu Auseinandersetzung in Straßenbahn
