date,district,street,crime
02.03.2025,Otterwisch (Großbuch),Dorfstraße,Verstorbener nach Scheunenbrand in Otterwisch identifiziert
12.03.2025,Markranstädt,,Einbruch in Bestattungsunternehmen
12.03.2025,Zwenkau,Leipziger Straße,Diebstahl eines Pkw Grand Cherokee
13.03.2025,Leipzig (Gohlis-Süd),Richterplatz,14-Jähriger durch Unbekannte beraubt
13.03.2025,Markranstädt,Nordstraße,Brand in einer Werkshalle
13.03.2025,Eilenburg,,Falsche Polizeibeamte
