date,district,street,crime
25.10.2024,Leipzig (Zentrum-Südost),Johannisgasse,Zeugenaufruf nach Sexualdelikt in Mehrfamilienhaus
29.10.2024,Bad Düben,,Unerlaubter Anbau von Cannabis
29.10.2024,Leipzig (Grünau-Ost),Gärtnerstraße Höhe Hausnummer 57,Ältere Dame beraubt
29.10.2024,Leipzig (Grünau-Mitte),Ringstraße,Diebstahl Toyota Corolla
29.10.2024,Leipzig (Gohlis-Süd),Blumenstraße,Entwendung eines Pkw Mitsubishi Outlander
